currency,base_currency,currency_name,exchange_rate,date,currency_pair
JPY,EUR,Japanese Yen,147.487,2014-12-03,EUR/JPY
USD,EUR,United States Dollar,1.092239,2025-03-15,EUR/USD
NOK,EUR,Norwegian Krone,11.686244,2024-09-23,EUR/NOK
AUD,EUR,Australian Dollar,1.60044,2018-03-22,EUR/AUD
SGD,EUR,Singapore Dollar,1.5329,2019-03-13,EUR/SGD
AUD,EUR,Australian Dollar,1.6648,2007-12-03,EUR/AUD
AUD,EUR,Australian Dollar,1.57097,2018-05-16,EUR/AUD
CZK,EUR,Czech Republic Koruna,24.4241,2022-04-14,EUR/CZK
USD,EUR,United States Dollar,1.1195,2019-06-18,EUR/USD
CZK,EUR,Czech Republic Koruna,27.0175,2016-08-24,EUR/CZK
USD,EUR,United States Dollar,1.2386,2012-08-03,EUR/USD
CZK,EUR,Czech Republic Koruna,27.3255,2014-02-18,EUR/CZK
CNY,EUR,Chinese Yuan,8.1424,2013-01-08,EUR/CNY
GBP,EUR,British Pound Sterling,0.8805,2010-02-10,EUR/GBP
TRY,EUR,Turkish Lira,6.5842,2020-02-07,EUR/TRY
USD,EUR,United States Dollar,1.23777,2014-12-09,EUR/USD
USD,EUR,United States Dollar,1.115051,2024-09-26,EUR/USD
CHF,EUR,Swiss Franc,1.05947,2020-04-29,EUR/CHF
HKD,EUR,Hong Kong Dollar,8.7364,2020-01-01,EUR/HKD
NZD,EUR,New Zealand Dollar,1.989012,2026-06-06,EUR/NZD
JPY,EUR,Japanese Yen,120.687,2019-07-23,EUR/JPY
GBP,EUR,British Pound Sterling,0.89108,2020-03-30,EUR/GBP
DKK,EUR,Danish Krone,7.436,2021-02-19,EUR/DKK
CNY,EUR,Chinese Yuan,7.0972,2015-09-07,EUR/CNY
TRY,EUR,Turkish Lira,6.2213,2019-08-13,EUR/TRY
GBP,EUR,British Pound Sterling,0.83157,2024-10-18,EUR/GBP
USD,EUR,United States Dollar,1.4535,2009-10-01,EUR/USD
CZK,EUR,Czech Republic Koruna,25.123175,2024-09-25,EUR/CZK
GBP,EUR,British Pound Sterling,0.76754,2016-01-20,EUR/GBP
SEK,EUR,Swedish Krona,10.47646,2018-04-26,EUR/SEK
NZD,EUR,New Zealand Dollar,1.6125,2012-04-20,EUR/NZD
USD,EUR,United States Dollar,1.3873,2014-03-07,EUR/USD
NOK,EUR,Norwegian Krone,9.26567,2017-09-25,EUR/NOK
MXN,EUR,Mexican Peso,22.68013,2017-01-05,EUR/MXN
PLN,EUR,Polish Zloty,4.343266,2024-11-22,EUR/PLN
CZK,EUR,Czech Republic Koruna,27.378,2015-05-05,EUR/CZK
MXN,EUR,Mexican Peso,18.09275,2014-04-29,EUR/MXN
AUD,EUR,Australian Dollar,1.55042,2021-05-07,EUR/AUD
AUD,EUR,Australian Dollar,1.627563,2026-05-29,EUR/AUD
NZD,EUR,New Zealand Dollar,1.74298,2023-05-16,EUR/NZD
DKK,EUR,Danish Krone,7.463652,2025-09-22,EUR/DKK
JPY,EUR,Japanese Yen,132.068,2017-10-06,EUR/JPY
CHF,EUR,Swiss Franc,1.5179,2009-08-31,EUR/CHF
SGD,EUR,Singapore Dollar,1.49386,2026-04-23,EUR/SGD
NZD,EUR,New Zealand Dollar,1.67278,2021-04-05,EUR/NZD
SEK,EUR,Swedish Krona,9.7481,2017-11-06,EUR/SEK
CAD,EUR,Canadian Dollar,1.47614,2017-10-16,EUR/CAD
JPY,EUR,Japanese Yen,119.34,2010-05-10,EUR/JPY
CHF,EUR,Swiss Franc,1.14097,2018-11-16,EUR/CHF
CNY,EUR,Chinese Yuan,7.751902,2024-04-23,EUR/CNY
PLN,EUR,Polish Zloty,4.3497,2016-01-11,EUR/PLN
JPY,EUR,Japanese Yen,163.448319,2024-03-30,EUR/JPY
CHF,EUR,Swiss Franc,1.07332,2016-11-24,EUR/CHF
NOK,EUR,Norwegian Krone,11.739157,2026-01-14,EUR/NOK
SEK,EUR,Swedish Krona,10.82968,2025-05-23,EUR/SEK
NZD,EUR,New Zealand Dollar,1.67599,2016-05-10,EUR/NZD
NZD,EUR,New Zealand Dollar,1.67937,2018-02-21,EUR/NZD
HKD,EUR,Hong Kong Dollar,10.5608,2007-06-05,EUR/HKD
GBP,EUR,British Pound Sterling,0.85276,2021-12-10,EUR/GBP
CNY,EUR,Chinese Yuan,7.768033,2024-01-20,EUR/CNY
USD,EUR,United States Dollar,1.3115,2012-10-17,EUR/USD
PLN,EUR,Polish Zloty,4.2788,2015-01-13,EUR/PLN
CZK,EUR,Czech Republic Koruna,27.0039,2017-03-27,EUR/CZK
JPY,EUR,Japanese Yen,121.97,2013-03-06,EUR/JPY
HKD,EUR,Hong Kong Dollar,8.3005,2017-01-30,EUR/HKD
NOK,EUR,Norwegian Krone,8.38951,2014-10-20,EUR/NOK
JPY,EUR,Japanese Yen,139.7,2005-10-26,EUR/JPY
NOK,EUR,Norwegian Krone,8.1136,2014-05-29,EUR/NOK
MXN,EUR,Mexican Peso,20.6719,2022-08-09,EUR/MXN
CAD,EUR,Canadian Dollar,1.46574,2019-10-09,EUR/CAD
USD,EUR,United States Dollar,1.3276,2013-08-02,EUR/USD
GBP,EUR,British Pound Sterling,0.9258,2009-03-11,EUR/GBP
DKK,EUR,Danish Krone,7.44016,2022-05-20,EUR/DKK
CHF,EUR,Swiss Franc,1.6379,2007-04-18,EUR/CHF
CZK,EUR,Czech Republic Koruna,25.6505,2017-12-17,EUR/CZK
JPY,EUR,Japanese Yen,162.238422,2025-01-05,EUR/JPY
PLN,EUR,Polish Zloty,4.5515,2021-08-03,EUR/PLN
NZD,EUR,New Zealand Dollar,1.668,2016-03-25,EUR/NZD
TRY,EUR,Turkish Lira,8.23833,2020-07-30,EUR/TRY
CAD,EUR,Canadian Dollar,1.46037,2016-05-17,EUR/CAD
CAD,EUR,Canadian Dollar,1.47799,2017-07-03,EUR/CAD
JPY,EUR,Japanese Yen,121.79,2008-12-12,EUR/JPY
GBP,EUR,British Pound Sterling,0.9016,2009-12-07,EUR/GBP
ZAR,EUR,South African Rand,14.2786,2015-08-13,EUR/ZAR
CAD,EUR,Canadian Dollar,1.46776,2023-05-10,EUR/CAD
CHF,EUR,Swiss Franc,0.967844,2023-11-20,EUR/CHF
SGD,EUR,Singapore Dollar,1.6363,2018-02-14,EUR/SGD
SEK,EUR,Swedish Krona,10.59891,2019-02-22,EUR/SEK
PLN,EUR,Polish Zloty,4.40595,2020-07-30,EUR/PLN
SGD,EUR,Singapore Dollar,1.5199,2016-10-20,EUR/SGD
CAD,EUR,Canadian Dollar,1.5863,2009-09-28,EUR/CAD
JPY,EUR,Japanese Yen,134.41,2009-07-03,EUR/JPY
SEK,EUR,Swedish Krona,10.6131,2018-08-31,EUR/SEK
PLN,EUR,Polish Zloty,4.269621,2024-07-26,EUR/PLN
DKK,EUR,Danish Krone,7.4362,2016-05-23,EUR/DKK
USD,EUR,United States Dollar,1.3576,2009-03-25,EUR/USD
CAD,EUR,Canadian Dollar,1.43705,2023-02-07,EUR/CAD
NZD,EUR,New Zealand Dollar,1.6218,2012-04-26,EUR/NZD
SEK,EUR,Swedish Krona,10.6794,2022-06-28,EUR/SEK
USD,EUR,United States Dollar,1.0777,2022-05-30,EUR/USD
JPY,EUR,Japanese Yen,136.04,2005-09-27,EUR/JPY
CAD,EUR,Canadian Dollar,1.6114,2005-03-14,EUR/CAD
AUD,EUR,Australian Dollar,1.6798,2006-12-21,EUR/AUD
PLN,EUR,Polish Zloty,4.266136,2024-09-19,EUR/PLN
ZAR,EUR,South African Rand,18.01509,2020-12-29,EUR/ZAR
AUD,EUR,Australian Dollar,1.46785,2017-06-19,EUR/AUD
SEK,EUR,Swedish Krona,11.6632,2023-05-30,EUR/SEK
USD,EUR,United States Dollar,1.088738,2024-03-14,EUR/USD
SEK,EUR,Swedish Krona,9.28175,2016-06-01,EUR/SEK
CAD,EUR,Canadian Dollar,1.3953,2011-05-30,EUR/CAD
GBP,EUR,British Pound Sterling,0.866063,2026-06-14,EUR/GBP
HKD,EUR,Hong Kong Dollar,8.453362,2024-02-20,EUR/HKD
HKD,EUR,Hong Kong Dollar,9.8169,2009-03-04,EUR/HKD
GBP,EUR,British Pound Sterling,0.89977,2020-07-31,EUR/GBP
HKD,EUR,Hong Kong Dollar,8.9002,2019-02-07,EUR/HKD
CNY,EUR,Chinese Yuan,8.203891,2026-01-04,EUR/CNY
GBP,EUR,British Pound Sterling,0.8326,2012-03-21,EUR/GBP
CHF,EUR,Swiss Franc,1.2185,2013-03-27,EUR/CHF
CNY,EUR,Chinese Yuan,7.3168,2017-02-10,EUR/CNY
MXN,EUR,Mexican Peso,22.75835,2018-01-18,EUR/MXN
SGD,EUR,Singapore Dollar,1.60687,2021-02-16,EUR/SGD
JPY,EUR,Japanese Yen,165.64,2007-06-21,EUR/JPY
SGD,EUR,Singapore Dollar,1.455154,2024-04-02,EUR/SGD
CHF,EUR,Swiss Franc,0.936101,2025-01-02,EUR/CHF
HKD,EUR,Hong Kong Dollar,10.596,2013-12-05,EUR/HKD
TRY,EUR,Turkish Lira,17.3677,2022-05-27,EUR/TRY
GBP,EUR,British Pound Sterling,0.86665,2023-09-29,EUR/GBP
CHF,EUR,Swiss Franc,1.5815,2006-09-05,EUR/CHF
USD,EUR,United States Dollar,1.3311,2012-03-01,EUR/USD
MXN,EUR,Mexican Peso,21.79146,2025-07-12,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.2653,2017-01-19,EUR/HKD
GBP,EUR,British Pound Sterling,0.8573,2019-02-28,EUR/GBP
PLN,EUR,Polish Zloty,4.4519,2023-06-15,EUR/PLN
DKK,EUR,Danish Krone,7.44365,2018-02-05,EUR/DKK
AUD,EUR,Australian Dollar,1.54176,2022-11-16,EUR/AUD
HKD,EUR,Hong Kong Dollar,8.6977,2020-01-06,EUR/HKD
HKD,EUR,Hong Kong Dollar,9.2261,2021-07-30,EUR/HKD
DKK,EUR,Danish Krone,7.4366,2021-08-12,EUR/DKK
ZAR,EUR,South African Rand,15.2507,2015-10-30,EUR/ZAR
TRY,EUR,Turkish Lira,6.6281,2019-04-26,EUR/TRY
GBP,EUR,British Pound Sterling,0.85939,2023-06-12,EUR/GBP
SGD,EUR,Singapore Dollar,1.4473,2023-06-13,EUR/SGD
NZD,EUR,New Zealand Dollar,1.59492,2022-04-14,EUR/NZD
GBP,EUR,British Pound Sterling,0.7991,2014-06-20,EUR/GBP
NZD,EUR,New Zealand Dollar,2.050274,2025-11-18,EUR/NZD
CZK,EUR,Czech Republic Koruna,26.1174,2017-08-07,EUR/CZK
SEK,EUR,Swedish Krona,10.56554,2018-09-03,EUR/SEK
DKK,EUR,Danish Krone,7.4393,2016-12-08,EUR/DKK
USD,EUR,United States Dollar,1.100014,2024-08-16,EUR/USD
GBP,EUR,British Pound Sterling,0.89398,2016-10-25,EUR/GBP
CAD,EUR,Canadian Dollar,1.47835,2017-08-22,EUR/CAD
USD,EUR,United States Dollar,1.18422,2020-09-17,EUR/USD
AUD,EUR,Australian Dollar,1.56073,2018-12-05,EUR/AUD
PLN,EUR,Polish Zloty,4.4863,2023-07-06,EUR/PLN
SEK,EUR,Swedish Krona,10.04468,2021-01-25,EUR/SEK
USD,EUR,United States Dollar,1.2658,2014-10-14,EUR/USD
MXN,EUR,Mexican Peso,20.37543,2017-06-27,EUR/MXN
DKK,EUR,Danish Krone,7.45128,2016-11-04,EUR/DKK
NZD,EUR,New Zealand Dollar,1.68397,2020-01-27,EUR/NZD
GBP,EUR,British Pound Sterling,0.72056,2015-04-13,EUR/GBP
NZD,EUR,New Zealand Dollar,1.5291,2012-08-14,EUR/NZD
MXN,EUR,Mexican Peso,26.7682,2020-03-24,EUR/MXN
GBP,EUR,British Pound Sterling,0.8894,2009-09-15,EUR/GBP
TRY,EUR,Turkish Lira,3.1006,2015-11-03,EUR/TRY
MXN,EUR,Mexican Peso,20.4052,2020-02-10,EUR/MXN
CAD,EUR,Canadian Dollar,1.5928,2008-07-15,EUR/CAD
DKK,EUR,Danish Krone,7.4378,2021-11-03,EUR/DKK
MXN,EUR,Mexican Peso,18.018027,2024-05-22,EUR/MXN
GBP,EUR,British Pound Sterling,0.8991,2010-01-08,EUR/GBP
ZAR,EUR,South African Rand,17.0224,2018-10-10,EUR/ZAR
CNY,EUR,Chinese Yuan,7.948,2023-07-10,EUR/CNY
CAD,EUR,Canadian Dollar,1.492583,2024-08-31,EUR/CAD
TRY,EUR,Turkish Lira,6.2902,2018-11-01,EUR/TRY
AUD,EUR,Australian Dollar,1.45256,2022-04-12,EUR/AUD
CZK,EUR,Czech Republic Koruna,26.968,2013-11-07,EUR/CZK
NOK,EUR,Norwegian Krone,10.49353,2022-09-29,EUR/NOK
AUD,EUR,Australian Dollar,1.6524,2006-04-12,EUR/AUD
TRY,EUR,Turkish Lira,17.545,2022-07-15,EUR/TRY
CZK,EUR,Czech Republic Koruna,25.0037,2022-05-09,EUR/CZK
USD,EUR,United States Dollar,1.06683,2015-03-19,EUR/USD
NZD,EUR,New Zealand Dollar,1.830913,2025-02-15,EUR/NZD
CHF,EUR,Swiss Franc,1.5035,2008-12-24,EUR/CHF
CZK,EUR,Czech Republic Koruna,24.945303,2025-02-26,EUR/CZK
GBP,EUR,British Pound Sterling,0.9149,2009-03-09,EUR/GBP
CNY,EUR,Chinese Yuan,7.862348,2024-06-01,EUR/CNY
GBP,EUR,British Pound Sterling,0.677,2007-08-30,EUR/GBP
USD,EUR,United States Dollar,1.2852,2013-05-22,EUR/USD
NZD,EUR,New Zealand Dollar,1.7342,2022-10-24,EUR/NZD
AUD,EUR,Australian Dollar,1.5844,2007-07-09,EUR/AUD
AUD,EUR,Australian Dollar,1.55229,2021-04-21,EUR/AUD
NZD,EUR,New Zealand Dollar,2.0062,2009-10-14,EUR/NZD
NOK,EUR,Norwegian Krone,11.933737,2025-12-16,EUR/NOK
USD,EUR,United States Dollar,1.08308,2023-01-19,EUR/USD
SGD,EUR,Singapore Dollar,1.5266,2015-11-11,EUR/SGD
GBP,EUR,British Pound Sterling,0.8721,2011-03-21,EUR/GBP
SEK,EUR,Swedish Krona,11.051625,2026-07-04,EUR/SEK
CAD,EUR,Canadian Dollar,1.4235,2006-10-18,EUR/CAD
CAD,EUR,Canadian Dollar,1.5034,2014-02-03,EUR/CAD
GBP,EUR,British Pound Sterling,0.6701,2005-06-08,EUR/GBP
MXN,EUR,Mexican Peso,20.67763,2016-05-18,EUR/MXN
SGD,EUR,Singapore Dollar,1.5269,2016-08-25,EUR/SGD
DKK,EUR,Danish Krone,7.459487,2025-02-25,EUR/DKK
ZAR,EUR,South African Rand,16.5634,2021-06-11,EUR/ZAR
USD,EUR,United States Dollar,1.2475,2014-11-13,EUR/USD
ZAR,EUR,South African Rand,17.2145,2020-03-03,EUR/ZAR
JPY,EUR,Japanese Yen,143.0,2014-04-01,EUR/JPY
CZK,EUR,Czech Republic Koruna,24.41345,2023-11-24,EUR/CZK
NOK,EUR,Norwegian Krone,11.849065,2023-11-06,EUR/NOK
TRY,EUR,Turkish Lira,48.812534,2025-09-24,EUR/TRY
CHF,EUR,Swiss Franc,1.11266,2016-02-02,EUR/CHF
ZAR,EUR,South African Rand,16.0286,2016-09-05,EUR/ZAR
CHF,EUR,Swiss Franc,1.01881,2022-04-15,EUR/CHF
GBP,EUR,British Pound Sterling,0.88341,2018-10-23,EUR/GBP
USD,EUR,United States Dollar,1.2707,2012-01-11,EUR/USD
ZAR,EUR,South African Rand,15.5313,2017-08-22,EUR/ZAR
CZK,EUR,Czech Republic Koruna,26.3218,2021-03-07,EUR/CZK
JPY,EUR,Japanese Yen,139.04,2006-01-06,EUR/JPY
JPY,EUR,Japanese Yen,120.555,2017-03-21,EUR/JPY
AUD,EUR,Australian Dollar,1.2633,2012-06-13,EUR/AUD
SEK,EUR,Swedish Krona,11.186209,2023-12-15,EUR/SEK
CNY,EUR,Chinese Yuan,8.0788,2013-07-16,EUR/CNY
SGD,EUR,Singapore Dollar,1.5805,2015-10-09,EUR/SGD
PLN,EUR,Polish Zloty,4.569,2021-07-23,EUR/PLN
CHF,EUR,Swiss Franc,1.5914,2006-12-04,EUR/CHF
ZAR,EUR,South African Rand,14.9163,2017-07-18,EUR/ZAR
CAD,EUR,Canadian Dollar,1.570954,2025-03-11,EUR/CAD
JPY,EUR,Japanese Yen,162.353341,2023-11-12,EUR/JPY
JPY,EUR,Japanese Yen,136.07,2015-07-31,EUR/JPY
HKD,EUR,Hong Kong Dollar,8.4504,2022-04-18,EUR/HKD
USD,EUR,United States Dollar,1.255,2006-10-23,EUR/USD
PLN,EUR,Polish Zloty,4.2905,2018-09-03,EUR/PLN
AUD,EUR,Australian Dollar,1.52102,2015-11-11,EUR/AUD
CZK,EUR,Czech Republic Koruna,23.5778,2023-06-26,EUR/CZK
NZD,EUR,New Zealand Dollar,1.845228,2024-12-22,EUR/NZD
PLN,EUR,Polish Zloty,4.209007,2026-02-10,EUR/PLN
PLN,EUR,Polish Zloty,4.676,2022-03-25,EUR/PLN
JPY,EUR,Japanese Yen,179.90947,2025-11-14,EUR/JPY
HKD,EUR,Hong Kong Dollar,10.2805,2012-02-07,EUR/HKD
GBP,EUR,British Pound Sterling,0.8119,2012-12-05,EUR/GBP
SGD,EUR,Singapore Dollar,1.44461,2023-05-31,EUR/SGD
CHF,EUR,Swiss Franc,1.2346,2013-10-28,EUR/CHF
CAD,EUR,Canadian Dollar,1.43408,2022-01-13,EUR/CAD
SGD,EUR,Singapore Dollar,1.6098,2017-09-11,EUR/SGD
PLN,EUR,Polish Zloty,4.26747,2025-06-20,EUR/PLN
CAD,EUR,Canadian Dollar,1.3756,2011-07-29,EUR/CAD
CZK,EUR,Czech Republic Koruna,23.8028,2023-01-26,EUR/CZK
PLN,EUR,Polish Zloty,4.55612,2020-03-25,EUR/PLN
GBP,EUR,British Pound Sterling,0.669,2006-10-31,EUR/GBP
NZD,EUR,New Zealand Dollar,1.984448,2026-05-21,EUR/NZD
GBP,EUR,British Pound Sterling,0.90084,2018-08-23,EUR/GBP
JPY,EUR,Japanese Yen,133.642,2017-12-19,EUR/JPY
ZAR,EUR,South African Rand,17.0313,2016-03-22,EUR/ZAR
GBP,EUR,British Pound Sterling,0.85839,2021-05-27,EUR/GBP
JPY,EUR,Japanese Yen,128.027,2016-02-10,EUR/JPY
SEK,EUR,Swedish Krona,9.66152,2016-10-07,EUR/SEK
JPY,EUR,Japanese Yen,182.992389,2026-03-17,EUR/JPY
CAD,EUR,Canadian Dollar,1.36154,2015-03-31,EUR/CAD
NOK,EUR,Norwegian Krone,11.722582,2024-05-08,EUR/NOK
JPY,EUR,Japanese Yen,155.655662,2024-09-16,EUR/JPY
USD,EUR,United States Dollar,1.3098,2010-12-22,EUR/USD
USD,EUR,United States Dollar,1.3596,2008-10-09,EUR/USD
CNY,EUR,Chinese Yuan,7.1952,2015-01-15,EUR/CNY
AUD,EUR,Australian Dollar,1.782319,2025-11-24,EUR/AUD
MXN,EUR,Mexican Peso,20.49283,2016-05-29,EUR/MXN
HKD,EUR,Hong Kong Dollar,9.169387,2025-09-23,EUR/HKD
CZK,EUR,Czech Republic Koruna,27.0164,2016-05-08,EUR/CZK
AUD,EUR,Australian Dollar,1.7759,2009-05-28,EUR/AUD
SGD,EUR,Singapore Dollar,1.479091,2026-06-23,EUR/SGD
AUD,EUR,Australian Dollar,1.624733,2023-12-20,EUR/AUD
TRY,EUR,Turkish Lira,3.9225,2017-03-27,EUR/TRY
SEK,EUR,Swedish Krona,9.52422,2015-02-24,EUR/SEK
JPY,EUR,Japanese Yen,167.1,2008-06-30,EUR/JPY
CAD,EUR,Canadian Dollar,1.4911,2005-09-05,EUR/CAD
JPY,EUR,Japanese Yen,123.136,2016-04-11,EUR/JPY
NOK,EUR,Norwegian Krone,11.67329,2023-05-17,EUR/NOK
CZK,EUR,Czech Republic Koruna,25.15108,2025-01-31,EUR/CZK
NOK,EUR,Norwegian Krone,8.7368,2015-03-16,EUR/NOK
GBP,EUR,British Pound Sterling,0.8538,2021-07-14,EUR/GBP
MXN,EUR,Mexican Peso,16.34095,2015-01-25,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.276,2015-03-19,EUR/HKD
AUD,EUR,Australian Dollar,1.661959,2024-08-10,EUR/AUD
SEK,EUR,Swedish Krona,11.444181,2024-08-23,EUR/SEK
USD,EUR,United States Dollar,1.10774,2019-11-19,EUR/USD
USD,EUR,United States Dollar,1.3589,2014-06-18,EUR/USD
CZK,EUR,Czech Republic Koruna,24.4723,2022-01-25,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.7312,2015-10-06,EUR/HKD
GBP,EUR,British Pound Sterling,0.6871,2005-05-26,EUR/GBP
AUD,EUR,Australian Dollar,1.676552,2026-04-02,EUR/AUD
SEK,EUR,Swedish Krona,9.2701,2015-11-25,EUR/SEK
CZK,EUR,Czech Republic Koruna,24.533986,2025-07-25,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.897469,2025-06-01,EUR/HKD
AUD,EUR,Australian Dollar,1.4233,2013-06-28,EUR/AUD
CZK,EUR,Czech Republic Koruna,25.8163,2021-02-17,EUR/CZK
CAD,EUR,Canadian Dollar,1.40636,2017-01-02,EUR/CAD
SGD,EUR,Singapore Dollar,1.59841,2021-03-09,EUR/SGD
USD,EUR,United States Dollar,1.2026,2005-10-12,EUR/USD
JPY,EUR,Japanese Yen,157.872,2023-10-16,EUR/JPY
HKD,EUR,Hong Kong Dollar,8.7553,2015-09-01,EUR/HKD
HKD,EUR,Hong Kong Dollar,11.5172,2009-11-20,EUR/HKD
JPY,EUR,Japanese Yen,140.486,2022-07-21,EUR/JPY
TRY,EUR,Turkish Lira,32.219341,2023-12-24,EUR/TRY
CHF,EUR,Swiss Franc,1.0788,2021-02-10,EUR/CHF
CAD,EUR,Canadian Dollar,1.462598,2024-11-25,EUR/CAD
CHF,EUR,Swiss Franc,1.14227,2017-09-26,EUR/CHF
JPY,EUR,Japanese Yen,134.91,2009-11-09,EUR/JPY
JPY,EUR,Japanese Yen,118.82,2009-02-06,EUR/JPY
CZK,EUR,Czech Republic Koruna,25.3246,2018-02-15,EUR/CZK
ZAR,EUR,South African Rand,17.1215,2022-07-26,EUR/ZAR
CAD,EUR,Canadian Dollar,1.49024,2015-09-25,EUR/CAD
SEK,EUR,Swedish Krona,9.4778,2016-02-11,EUR/SEK
TRY,EUR,Turkish Lira,34.764986,2024-03-24,EUR/TRY
SGD,EUR,Singapore Dollar,1.472993,2026-03-18,EUR/SGD
HKD,EUR,Hong Kong Dollar,10.1665,2012-01-26,EUR/HKD
AUD,EUR,Australian Dollar,1.7592,2008-09-23,EUR/AUD
CZK,EUR,Czech Republic Koruna,26.6724,2017-04-16,EUR/CZK
CNY,EUR,Chinese Yuan,8.2864,2012-01-30,EUR/CNY
JPY,EUR,Japanese Yen,130.34,2017-08-04,EUR/JPY
HKD,EUR,Hong Kong Dollar,8.3244,2015-03-31,EUR/HKD
GBP,EUR,British Pound Sterling,0.6818,2005-04-13,EUR/GBP
CNY,EUR,Chinese Yuan,9.3164,2010-02-12,EUR/CNY
USD,EUR,United States Dollar,1.4057,2008-12-30,EUR/USD
PLN,EUR,Polish Zloty,4.2465,2017-06-20,EUR/PLN
TRY,EUR,Turkish Lira,7.1012,2018-10-04,EUR/TRY
AUD,EUR,Australian Dollar,1.862,2009-04-28,EUR/AUD
NOK,EUR,Norwegian Krone,10.89725,2020-06-14,EUR/NOK
USD,EUR,United States Dollar,1.08819,2016-01-13,EUR/USD
ZAR,EUR,South African Rand,16.8976,2022-05-02,EUR/ZAR
DKK,EUR,Danish Krone,7.465,2019-04-16,EUR/DKK
MXN,EUR,Mexican Peso,21.8015,2019-06-27,EUR/MXN
ZAR,EUR,South African Rand,13.4365,2017-03-23,EUR/ZAR
CNY,EUR,Chinese Yuan,7.729,2019-07-01,EUR/CNY
GBP,EUR,British Pound Sterling,0.880414,2025-11-22,EUR/GBP
ZAR,EUR,South African Rand,19.652061,2025-12-20,EUR/ZAR
MXN,EUR,Mexican Peso,19.0881,2023-05-18,EUR/MXN
CNY,EUR,Chinese Yuan,8.7549,2008-12-05,EUR/CNY
TRY,EUR,Turkish Lira,3.3199,2016-08-19,EUR/TRY
CAD,EUR,Canadian Dollar,1.603797,2025-08-28,EUR/CAD
SGD,EUR,Singapore Dollar,1.541,2019-02-05,EUR/SGD
PLN,EUR,Polish Zloty,4.3313,2016-09-06,EUR/PLN
AUD,EUR,Australian Dollar,1.46174,2014-11-25,EUR/AUD
NOK,EUR,Norwegian Krone,11.63109,2020-03-30,EUR/NOK
USD,EUR,United States Dollar,1.17312,2018-07-25,EUR/USD
HKD,EUR,Hong Kong Dollar,9.2,2021-08-04,EUR/HKD
JPY,EUR,Japanese Yen,134.81,2005-04-29,EUR/JPY
GBP,EUR,British Pound Sterling,0.8556,2011-11-11,EUR/GBP
JPY,EUR,Japanese Yen,121.951,2019-07-08,EUR/JPY
AUD,EUR,Australian Dollar,1.6636,2004-11-23,EUR/AUD
CZK,EUR,Czech Republic Koruna,23.655,2023-06-08,EUR/CZK
AUD,EUR,Australian Dollar,1.783998,2025-04-24,EUR/AUD
CNY,EUR,Chinese Yuan,7.5743,2021-09-24,EUR/CNY
ZAR,EUR,South African Rand,20.101782,2024-03-31,EUR/ZAR
CNY,EUR,Chinese Yuan,7.8732,2023-07-27,EUR/CNY
SGD,EUR,Singapore Dollar,1.449272,2024-08-03,EUR/SGD
HKD,EUR,Hong Kong Dollar,8.7574,2020-07-10,EUR/HKD
CAD,EUR,Canadian Dollar,1.578194,2025-04-23,EUR/CAD
GBP,EUR,British Pound Sterling,0.8304,2022-04-20,EUR/GBP
CAD,EUR,Canadian Dollar,1.3242,2013-04-26,EUR/CAD
SGD,EUR,Singapore Dollar,1.4944,2015-07-02,EUR/SGD
TRY,EUR,Turkish Lira,8.93348,2021-01-26,EUR/TRY
NZD,EUR,New Zealand Dollar,1.82395,2023-08-14,EUR/NZD
DKK,EUR,Danish Krone,7.4687,2019-05-27,EUR/DKK
ZAR,EUR,South African Rand,18.05746,2023-01-05,EUR/ZAR
CZK,EUR,Czech Republic Koruna,24.328136,2025-09-18,EUR/CZK
JPY,EUR,Japanese Yen,127.89,2021-12-02,EUR/JPY
HKD,EUR,Hong Kong Dollar,8.269,2017-04-06,EUR/HKD
MXN,EUR,Mexican Peso,21.3032,2017-08-31,EUR/MXN
SGD,EUR,Singapore Dollar,1.595,2018-07-19,EUR/SGD
AUD,EUR,Australian Dollar,1.6995,2008-03-24,EUR/AUD
MXN,EUR,Mexican Peso,24.9618,2020-10-28,EUR/MXN
HKD,EUR,Hong Kong Dollar,9.7419,2018-02-14,EUR/HKD
DKK,EUR,Danish Krone,7.4527,2018-08-07,EUR/DKK
NOK,EUR,Norwegian Krone,11.339768,2024-02-15,EUR/NOK
GBP,EUR,British Pound Sterling,0.8368,2016-12-16,EUR/GBP
SEK,EUR,Swedish Krona,10.71779,2019-05-06,EUR/SEK
CHF,EUR,Swiss Franc,1.20296,2014-12-29,EUR/CHF
CNY,EUR,Chinese Yuan,8.7126,2009-02-26,EUR/CNY
HKD,EUR,Hong Kong Dollar,8.377348,2024-11-08,EUR/HKD
MXN,EUR,Mexican Peso,20.72393,2016-08-25,EUR/MXN
GBP,EUR,British Pound Sterling,0.853,2011-02-25,EUR/GBP
CNY,EUR,Chinese Yuan,9.6606,2009-06-01,EUR/CNY
NZD,EUR,New Zealand Dollar,1.6743,2012-05-21,EUR/NZD
CHF,EUR,Swiss Franc,1.4936,2009-12-21,EUR/CHF
SGD,EUR,Singapore Dollar,1.431359,2024-10-04,EUR/SGD
TRY,EUR,Turkish Lira,5.6172,2018-07-20,EUR/TRY
